date,city,description
2016-06-01,Miami,broken clouds
2016-06-01,Minneapolis,few clouds
2016-06-01,Montreal,broken clouds
2016-06-01,Nahariyya,sky is clear
2016-06-01,Nashville,sky is clear
2016-06-01,New York,broken clouds
2016-06-01,Philadelphia,mist
2016-06-01,Phoenix,sky is clear
2016-06-01,Pittsburgh,sky is clear
2016-06-01,Portland,broken clouds
2016-06-01,Saint Louis,sky is clear
2016-06-01,San Antonio,broken clouds
2016-06-01,San Diego,haze
2016-06-01,San Francisco,fog
2016-06-01,Seattle,sky is clear
2016-06-01,Tel Aviv District,sky is clear
2016-06-01,Toronto,sky is clear
2016-06-01,Vancouver,sky is clear
2016-06-02,Albuquerque,few clouds
2016-06-02,Atlanta,sky is clear
2016-06-02,Beersheba,sky is clear
2016-06-02,Boston,light rain
2016-06-02,Charlotte,mist
2016-06-02,Chicago,broken clouds
2016-06-02,Dallas,mist
2016-06-02,Denver,scattered clouds
2016-06-02,Detroit,broken clouds
2016-06-02,Eilat,sky is clear
2016-06-02,Haifa,sky is clear
2016-06-02,Houston,mist
2016-06-02,Indianapolis,mist
2016-06-02,Jacksonville,broken clouds
2016-06-02,Jerusalem,sky is clear
2016-06-02,Kansas City,sky is clear
2016-06-02,Las Vegas,sky is clear
2016-06-02,Los Angeles,haze
2016-06-02,Miami,broken clouds
2016-06-02,Minneapolis,broken clouds
2016-06-02,Montreal,broken clouds
2016-06-02,Nahariyya,sky is clear
2016-06-02,Nashville,broken clouds
2016-06-02,New York,broken clouds
2016-06-02,Philadelphia,broken clouds
2016-06-02,Phoenix,sky is clear
2016-06-02,Pittsburgh,light rain
2016-06-02,Portland,light rain
2016-06-02,Saint Louis,sky is clear
2016-06-02,San Antonio,mist
2016-06-02,San Diego,haze
2016-06-02,San Francisco,mist
2016-06-02,Seattle,light rain
2016-06-02,Tel Aviv District,sky is clear
2016-06-02,Toronto,broken clouds
2016-06-02,Vancouver,light intensity shower rain
2016-06-03,Albuquerque,broken clouds
2016-06-03,Atlanta,mist
2016-06-03,Beersheba,sky is clear
2016-06-03,Boston,mist
2016-06-03,Charlotte,mist
2016-06-03,Chicago,mist
2016-06-03,Dallas,mist
2016-06-03,Denver,broken clouds
2016-06-03,Detroit,broken clouds
2016-06-03,Eilat,sky is clear
2016-06-03,Haifa,sky is clear
2016-06-03,Houston,mist
2016-06-03,Indianapolis,broken clouds
2016-06-03,Jacksonville,scattered clouds
2016-06-03,Jerusalem,sky is clear
2016-06-03,Kansas City,sky is clear
2016-06-03,Las Vegas,sky is clear
2016-06-03,Los Angeles,haze
2016-06-03,Miami,broken clouds
2016-06-03,Minneapolis,broken clouds
2016-06-03,Montreal,broken clouds
2016-06-03,Nahariyya,sky is clear
2016-06-03,Nashville,broken clouds
2016-06-03,New York,mist
2016-06-03,Philadelphia,mist
2016-06-03,Phoenix,sky is clear
2016-06-03,Pittsburgh,mist
2016-06-03,Portland,broken clouds
2016-06-03,Saint Louis,overcast clouds
2016-06-03,San Antonio,broken clouds
2016-06-03,San Diego,haze
2016-06-03,San Francisco,mist
2016-06-03,Seattle,broken clouds
2016-06-03,Tel Aviv District,sky is clear
2016-06-03,Toronto,sky is clear
2016-06-03,Vancouver,few clouds
2016-06-04,Albuquerque,sky is clear
2016-06-04,Atlanta,sky is clear
2016-06-04,Beersheba,sky is clear
2016-06-04,Boston,broken clouds
2016-06-04,Charlotte,sky is clear
2016-06-04,Chicago,broken clouds
2016-06-04,Dallas,broken clouds
2016-06-04,Denver,few clouds
2016-06-04,Detroit,broken clouds
2016-06-04,Eilat,sky is clear
2016-06-04,Haifa,sky is clear
2016-06-04,Houston,mist
2016-06-04,Indianapolis,mist
2016-06-04,Jacksonville,scattered clouds
2016-06-04,Jerusalem,sky is clear
2016-06-04,Kansas City,sky is clear
2016-06-04,Las Vegas,sky is clear
2016-06-04,Los Angeles,haze
2016-06-04,Miami,broken clouds
2016-06-04,Minneapolis,light rain
2016-06-04,Montreal,broken clouds
2016-06-04,Nahariyya,sky is clear
2016-06-04,Nashville,mist
2016-06-04,New York,haze
2016-06-04,Philadelphia,fog
2016-06-04,Phoenix,sky is clear
2016-06-04,Pittsburgh,sky is clear
2016-06-04,Portland,few clouds
2016-06-04,Saint Louis,mist
2016-06-04,San Antonio,light rain
2016-06-04,San Diego,haze
2016-06-04,San Francisco,few clouds
2016-06-04,Seattle,sky is clear
2016-06-04,Tel Aviv District,sky is clear
2016-06-04,Toronto,sky is clear
2016-06-04,Vancouver,sky is clear
2016-06-05,Albuquerque,broken clouds
2016-06-05,Atlanta,mist
2016-06-05,Beersheba,sky is clear
2016-06-05,Boston,mist
2016-06-05,Charlotte,mist
2016-06-05,Chicago,broken clouds
2016-06-05,Dallas,few clouds
2016-06-05,Denver,few clouds
2016-06-05,Detroit,mist
2016-06-05,Eilat,sky is clear
2016-06-05,Haifa,sky is clear
2016-06-05,Houston,light rain
2016-06-05,Indianapolis,broken clouds
2016-06-05,Jacksonville,broken clouds
2016-06-05,Jerusalem,sky is clear
2016-06-05,Kansas City,sky is clear
2016-06-05,Las Vegas,sky is clear
2016-06-05,Los Angeles,smoke
2016-06-05,Miami,broken clouds
2016-06-05,Minneapolis,scattered clouds
2016-06-05,Montreal,mist
2016-06-05,Nahariyya,sky is clear
2016-06-05,Nashville,broken clouds
2016-06-05,New York,mist
2016-06-05,Philadelphia,light rain
2016-06-05,Phoenix,sky is clear
2016-06-05,Pittsburgh,light rain
2016-06-05,Portland,few clouds
2016-06-05,Saint Louis,sky is clear
2016-06-05,San Antonio,sky is clear
2016-06-05,San Diego,haze
2016-06-05,San Francisco,mist
2016-06-05,Seattle,sky is clear
2016-06-05,Tel Aviv District,sky is clear
2016-06-05,Toronto,mist
2016-06-05,Vancouver,sky is clear
2016-06-06,Albuquerque,broken clouds
2016-06-06,Atlanta,mist
2016-06-06,Beersheba,sky is clear
2016-06-06,Boston,mist
2016-06-06,Charlotte,broken clouds
2016-06-06,Chicago,light rain
2016-06-06,Dallas,few clouds
2016-06-06,Denver,broken clouds
2016-06-06,Detroit,sky is clear
2016-06-06,Eilat,sky is clear
2016-06-06,Haifa,sky is clear
2016-06-06,Houston,mist
2016-06-06,Indianapolis,scattered clouds
2016-06-06,Jacksonville,mist
2016-06-06,Jerusalem,sky is clear
2016-06-06,Kansas City,sky is clear
2016-06-06,Las Vegas,sky is clear
2016-06-06,Los Angeles,haze
2016-06-06,Miami,overcast clouds
2016-06-06,Minneapolis,few clouds
2016-06-06,Montreal,light rain
2016-06-06,Nahariyya,sky is clear
2016-06-06,Nashville,few clouds
2016-06-06,New York,mist
2016-06-06,Philadelphia,mist
2016-06-06,Phoenix,sky is clear
2016-06-06,Pittsburgh,sky is clear
2016-06-06,Portland,sky is clear
2016-06-06,Saint Louis,sky is clear
2016-06-06,San Antonio,sky is clear
2016-06-06,San Diego,broken clouds
2016-06-06,San Francisco,mist
2016-06-06,Seattle,sky is clear
2016-06-06,Tel Aviv District,sky is clear
2016-06-06,Toronto,broken clouds
2016-06-06,Vancouver,sky is clear
2016-06-07,Albuquerque,broken clouds
2016-06-07,Atlanta,sky is clear
2016-06-07,Beersheba,sky is clear
2016-06-07,Boston,broken clouds
2016-06-07,Charlotte,scattered clouds
2016-06-07,Chicago,broken clouds
2016-06-07,Dallas,broken clouds
2016-06-07,Denver,broken clouds
2016-06-07,Detroit,broken clouds
2016-06-07,Eilat,sky is clear
2016-06-07,Haifa,sky is clear
2016-06-07,Houston,mist
2016-06-07,Indianapolis,broken clouds
2016-06-07,Jacksonville,mist
2016-06-07,Jerusalem,sky is clear
2016-06-07,Kansas City,sky is clear
2016-06-07,Las Vegas,sky is clear
2016-06-07,Los Angeles,sky is clear
2016-06-07,Miami,overcast clouds
2016-06-07,Minneapolis,few clouds
2016-06-07,Montreal,light rain
2016-06-07,Nahariyya,sky is clear
2016-06-07,Nashville,sky is clear
2016-06-07,New York,scattered clouds
2016-06-07,Philadelphia,broken clouds
2016-06-07,Phoenix,sky is clear
2016-06-07,Pittsburgh,broken clouds
2016-06-07,Portland,few clouds
2016-06-07,Saint Louis,sky is clear
2016-06-07,San Antonio,sky is clear
2016-06-07,San Diego,broken clouds
2016-06-07,San Francisco,mist
2016-06-07,Seattle,sky is clear
2016-06-07,Tel Aviv District,sky is clear
2016-06-07,Toronto,broken clouds
2016-06-07,Vancouver,sky is clear
2016-06-08,Albuquerque,sky is clear
2016-06-08,Atlanta,sky is clear
2016-06-08,Beersheba,sky is clear
2016-06-08,Boston,sky is clear
2016-06-08,Charlotte,sky is clear
2016-06-08,Chicago,sky is clear
2016-06-08,Dallas,sky is clear
2016-06-08,Denver,sky is clear
2016-06-08,Detroit,sky is clear
2016-06-08,Eilat,sky is clear
2016-06-08,Haifa,sky is clear
2016-06-08,Houston,scattered clouds
2016-06-08,Indianapolis,sky is clear
2016-06-08,Jacksonville,broken clouds
2016-06-08,Jerusalem,sky is clear
2016-06-08,Kansas City,sky is clear
2016-06-08,Las Vegas,sky is clear
2016-06-08,Los Angeles,sky is clear
2016-06-08,Miami,light rain
2016-06-08,Minneapolis,sky is clear
2016-06-08,Montreal,light rain
2016-06-08,Nahariyya,sky is clear
2016-06-08,Nashville,sky is clear
2016-06-08,New York,sky is clear
2016-06-08,Philadelphia,sky is clear
2016-06-08,Phoenix,sky is clear
2016-06-08,Pittsburgh,sky is clear
2016-06-08,Portland,broken clouds
2016-06-08,Saint Louis,sky is clear
2016-06-08,San Antonio,few clouds
2016-06-08,San Diego,overcast clouds
2016-06-08,San Francisco,mist
2016-06-08,Seattle,broken clouds
2016-06-08,Tel Aviv District,sky is clear
2016-06-08,Toronto,sky is clear
2016-06-08,Vancouver,sky is clear
2016-06-09,Albuquerque,broken clouds
2016-06-09,Atlanta,sky is clear
2016-06-09,Beersheba,sky is clear
2016-06-09,Boston,scattered clouds
2016-06-09,Charlotte,sky is clear
2016-06-09,Chicago,light rain
2016-06-09,Dallas,sky is clear
2016-06-09,Denver,sky is clear
2016-06-09,Detroit,sky is clear
2016-06-09,Eilat,sky is clear
2016-06-09,Haifa,broken clouds
2016-06-09,Houston,few clouds
2016-06-09,Indianapolis,sky is clear
2016-06-09,Jacksonville,broken clouds
2016-06-09,Jerusalem,sky is clear
2016-06-09,Kansas City,sky is clear
2016-06-09,Las Vegas,sky is clear
2016-06-09,Los Angeles,few clouds
2016-06-09,Miami,moderate rain
2016-06-09,Minneapolis,sky is clear
2016-06-09,Montreal,light rain
2016-06-09,Nahariyya,broken clouds
2016-06-09,Nashville,sky is clear
2016-06-09,New York,sky is clear
2016-06-09,Philadelphia,sky is clear
2016-06-09,Phoenix,sky is clear
2016-06-09,Pittsburgh,sky is clear
2016-06-09,Portland,broken clouds
2016-06-09,Saint Louis,sky is clear
2016-06-09,San Antonio,sky is clear
2016-06-09,San Diego,sky is clear
2016-06-09,San Francisco,light rain
2016-06-09,Seattle,broken clouds
2016-06-09,Tel Aviv District,light rain
2016-06-09,Toronto,sky is clear
2016-06-09,Vancouver,broken clouds
2016-06-10,Albuquerque,broken clouds
2016-06-10,Atlanta,broken clouds
2016-06-10,Beersheba,sky is clear
2016-06-10,Boston,scattered clouds
2016-06-10,Charlotte,sky is clear
2016-06-10,Chicago,light rain
2016-06-10,Dallas,sky is clear
2016-06-10,Denver,sky is clear
2016-06-10,Detroit,sky is clear
2016-06-10,Eilat,sky is clear
2016-06-10,Haifa,sky is clear
2016-06-10,Houston,sky is clear
2016-06-10,Indianapolis,sky is clear
2016-06-10,Jacksonville,broken clouds
2016-06-10,Jerusalem,sky is clear
2016-06-10,Kansas City,sky is clear
2016-06-10,Las Vegas,few clouds
2016-06-10,Los Angeles,broken clouds
2016-06-10,Miami,broken clouds
2016-06-10,Minneapolis,sky is clear
2016-06-10,Montreal,light rain
2016-06-10,Nahariyya,sky is clear
2016-06-10,Nashville,sky is clear
2016-06-10,New York,sky is clear
2016-06-10,Philadelphia,sky is clear
2016-06-10,Phoenix,sky is clear
2016-06-10,Pittsburgh,sky is clear
2016-06-10,Portland,light rain
2016-06-10,Saint Louis,sky is clear
2016-06-10,San Antonio,sky is clear
2016-06-10,San Diego,sky is clear
2016-06-10,San Francisco,sky is clear
2016-06-10,Seattle,light rain
2016-06-10,Tel Aviv District,sky is clear
2016-06-10,Toronto,sky is clear
2016-06-10,Vancouver,light rain
2016-06-11,Albuquerque,broken clouds
2016-06-11,Atlanta,sky is clear
2016-06-11,Beersheba,sky is clear
2016-06-11,Boston,sky is clear
2016-06-11,Charlotte,sky is clear
2016-06-11,Chicago,sky is clear
2016-06-11,Dallas,sky is clear
2016-06-11,Denver,broken clouds
2016-06-11,Detroit,sky is clear
2016-06-11,Eilat,sky is clear
2016-06-11,Haifa,sky is clear
2016-06-11,Houston,light rain
2016-06-11,Indianapolis,sky is clear
2016-06-11,Jacksonville,sky is clear
2016-06-11,Jerusalem,sky is clear
2016-06-11,Kansas City,sky is clear
2016-06-11,Las Vegas,sky is clear
2016-06-11,Los Angeles,scattered clouds
2016-06-11,Miami,moderate rain
2016-06-11,Minneapolis,sky is clear
2016-06-11,Montreal,few clouds
2016-06-11,Nahariyya,sky is clear
2016-06-11,Nashville,sky is clear
2016-06-11,New York,sky is clear
2016-06-11,Philadelphia,sky is clear
2016-06-11,Phoenix,sky is clear
2016-06-11,Pittsburgh,sky is clear
2016-06-11,Portland,light rain
2016-06-11,Saint Louis,sky is clear
2016-06-11,San Antonio,light rain
2016-06-11,San Diego,scattered clouds
2016-06-11,San Francisco,sky is clear
2016-06-11,Seattle,moderate rain
2016-06-11,Tel Aviv District,sky is clear
2016-06-11,Toronto,sky is clear
2016-06-11,Vancouver,light rain
2016-06-12,Albuquerque,sky is clear
2016-06-12,Atlanta,sky is clear
2016-06-12,Beersheba,sky is clear
2016-06-12,Boston,broken clouds
2016-06-12,Charlotte,sky is clear
2016-06-12,Chicago,sky is clear
2016-06-12,Dallas,scattered clouds
2016-06-12,Denver,light rain
2016-06-12,Detroit,sky is clear
2016-06-12,Eilat,sky is clear
2016-06-12,Haifa,sky is clear
2016-06-12,Houston,broken clouds
2016-06-12,Indianapolis,sky is clear
2016-06-12,Jacksonville,sky is clear
2016-06-12,Jerusalem,sky is clear
2016-06-12,Kansas City,sky is clear
2016-06-12,Las Vegas,sky is clear
2016-06-12,Los Angeles,broken clouds
2016-06-12,Miami,few clouds
2016-06-12,Minneapolis,sky is clear
2016-06-12,Montreal,light rain
2016-06-12,Nahariyya,sky is clear
2016-06-12,Nashville,few clouds
2016-06-12,New York,sky is clear
2016-06-12,Philadelphia,sky is clear
2016-06-12,Phoenix,sky is clear
2016-06-12,Pittsburgh,sky is clear
2016-06-12,Portland,sky is clear
2016-06-12,Saint Louis,sky is clear
2016-06-12,San Antonio,light rain
2016-06-12,San Diego,sky is clear
2016-06-12,San Francisco,sky is clear
2016-06-12,Seattle,few clouds
2016-06-12,Tel Aviv District,sky is clear
2016-06-12,Toronto,sky is clear
2016-06-12,Vancouver,scattered clouds
2016-06-13,Albuquerque,sky is clear
2016-06-13,Atlanta,sky is clear
2016-06-13,Beersheba,sky is clear
2016-06-13,Boston,few clouds
2016-06-13,Charlotte,sky is clear
2016-06-13,Chicago,sky is clear
2016-06-13,Dallas,light rain
2016-06-13,Denver,light rain
2016-06-13,Detroit,sky is clear
2016-06-13,Eilat,sky is clear
2016-06-13,Haifa,sky is clear
2016-06-13,Houston,scattered clouds
2016-06-13,Indianapolis,sky is clear
2016-06-13,Jacksonville,scattered clouds
2016-06-13,Jerusalem,sky is clear
2016-06-13,Kansas City,sky is clear
2016-06-13,Las Vegas,sky is clear
2016-06-13,Los Angeles,sky is clear
2016-06-13,Miami,sky is clear
2016-06-13,Minneapolis,scattered clouds
2016-06-13,Montreal,few clouds
2016-06-13,Nahariyya,sky is clear
2016-06-13,Nashville,sky is clear
2016-06-13,New York,sky is clear
2016-06-13,Philadelphia,sky is clear
2016-06-13,Phoenix,sky is clear
2016-06-13,Pittsburgh,sky is clear
2016-06-13,Portland,sky is clear
2016-06-13,Saint Louis,sky is clear
2016-06-13,San Antonio,sky is clear
2016-06-13,San Diego,sky is clear
2016-06-13,San Francisco,sky is clear
2016-06-13,Seattle,light rain
2016-06-13,Tel Aviv District,sky is clear
2016-06-13,Toronto,sky is clear
2016-06-13,Vancouver,overcast clouds
2016-06-14,Albuquerque,sky is clear
2016-06-14,Atlanta,sky is clear
2016-06-14,Beersheba,sky is clear
2016-06-14,Boston,sky is clear
2016-06-14,Charlotte,sky is clear
2016-06-14,Chicago,light rain
2016-06-14,Dallas,sky is clear
2016-06-14,Denver,light rain
2016-06-14,Detroit,broken clouds
2016-06-14,Eilat,sky is clear
2016-06-14,Haifa,sky is clear
2016-06-14,Houston,broken clouds
2016-06-14,Indianapolis,sky is clear
2016-06-14,Jacksonville,sky is clear
2016-06-14,Jerusalem,sky is clear
2016-06-14,Kansas City,few clouds
2016-06-14,Las Vegas,sky is clear
2016-06-14,Los Angeles,sky is clear
2016-06-14,Miami,sky is clear
2016-06-14,Minneapolis,sky is clear
2016-06-14,Montreal,sky is clear
2016-06-14,Nahariyya,sky is clear
2016-06-14,Nashville,few clouds
2016-06-14,New York,sky is clear
2016-06-14,Philadelphia,sky is clear
2016-06-14,Phoenix,sky is clear
2016-06-14,Pittsburgh,broken clouds
2016-06-14,Portland,light rain
2016-06-14,Saint Louis,sky is clear
2016-06-14,San Antonio,sky is clear
2016-06-14,San Diego,sky is clear
2016-06-14,San Francisco,sky is clear
2016-06-14,Seattle,light rain
2016-06-14,Tel Aviv District,sky is clear
2016-06-14,Toronto,sky is clear
2016-06-14,Vancouver,light rain
2016-06-15,Albuquerque,sky is clear
2016-06-15,Atlanta,scattered clouds
2016-06-15,Beersheba,sky is clear
2016-06-15,Boston,sky is clear
2016-06-15,Charlotte,few clouds
2016-06-15,Chicago,light rain
2016-06-15,Dallas,sky is clear
2016-06-15,Denver,sky is clear
2016-06-15,Detroit,broken clouds
2016-06-15,Eilat,sky is clear
2016-06-15,Haifa,sky is clear
2016-06-15,Houston,sky is clear
2016-06-15,Indianapolis,light rain
2016-06-15,Jacksonville,sky is clear
2016-06-15,Jerusalem,sky is clear
2016-06-15,Kansas City,sky is clear
2016-06-15,Las Vegas,sky is clear
2016-06-15,Los Angeles,sky is clear
2016-06-15,Miami,sky is clear
2016-06-15,Minneapolis,moderate rain
2016-06-15,Montreal,sky is clear
2016-06-15,Nahariyya,sky is clear
2016-06-15,Nashville,light rain
2016-06-15,New York,sky is clear
2016-06-15,Philadelphia,sky is clear
2016-06-15,Phoenix,sky is clear
2016-06-15,Pittsburgh,scattered clouds
2016-06-15,Portland,light rain
2016-06-15,Saint Louis,scattered clouds
2016-06-15,San Antonio,sky is clear
2016-06-15,San Diego,sky is clear
2016-06-15,San Francisco,sky is clear
2016-06-15,Seattle,light rain
2016-06-15,Tel Aviv District,sky is clear
2016-06-15,Toronto,sky is clear
2016-06-15,Vancouver,light rain
2016-06-16,Albuquerque,sky is clear
2016-06-16,Atlanta,broken clouds
2016-06-16,Beersheba,sky is clear
2016-06-16,Boston,few clouds
2016-06-16,Charlotte,sky is clear
2016-06-16,Chicago,sky is clear
2016-06-16,Dallas,scattered clouds
2016-06-16,Denver,sky is clear
2016-06-16,Detroit,light rain
2016-06-16,Eilat,sky is clear
2016-06-16,Haifa,sky is clear
2016-06-16,Houston,sky is clear
2016-06-16,Indianapolis,sky is clear
2016-06-16,Jacksonville,sky is clear
2016-06-16,Jerusalem,sky is clear
2016-06-16,Kansas City,sky is clear
2016-06-16,Las Vegas,sky is clear
2016-06-16,Los Angeles,sky is clear
2016-06-16,Miami,light rain
2016-06-16,Minneapolis,sky is clear
2016-06-16,Montreal,sky is clear
2016-06-16,Nahariyya,sky is clear
2016-06-16,Nashville,sky is clear
2016-06-16,New York,light rain
2016-06-16,Philadelphia,light rain
2016-06-16,Phoenix,sky is clear
2016-06-16,Pittsburgh,light rain
2016-06-16,Portland,light rain
2016-06-16,Saint Louis,sky is clear
2016-06-16,San Antonio,sky is clear
2016-06-16,San Diego,sky is clear
2016-06-16,San Francisco,sky is clear
2016-06-16,Seattle,light rain
2016-06-16,Tel Aviv District,sky is clear
2016-06-16,Toronto,scattered clouds
2016-06-16,Vancouver,few clouds
2016-06-17,Albuquerque,sky is clear
2016-06-17,Atlanta,scattered clouds
2016-06-17,Beersheba,sky is clear
2016-06-17,Boston,broken clouds
2016-06-17,Charlotte,sky is clear
2016-06-17,Chicago,sky is clear
2016-06-17,Dallas,sky is clear
2016-06-17,Denver,sky is clear
2016-06-17,Detroit,sky is clear
2016-06-17,Eilat,sky is clear
2016-06-17,Haifa,sky is clear
2016-06-17,Houston,sky is clear
2016-06-17,Indianapolis,sky is clear
2016-06-17,Jacksonville,sky is clear
2016-06-17,Jerusalem,sky is clear
2016-06-17,Kansas City,sky is clear
2016-06-17,Las Vegas,sky is clear
2016-06-17,Los Angeles,sky is clear
2016-06-17,Miami,sky is clear
2016-06-17,Minneapolis,sky is clear
2016-06-17,Montreal,sky is clear
2016-06-17,Nahariyya,sky is clear
2016-06-17,Nashville,sky is clear
2016-06-17,New York,sky is clear
2016-06-17,Philadelphia,overcast clouds
2016-06-17,Phoenix,sky is clear
2016-06-17,Pittsburgh,light rain
2016-06-17,Portland,light rain
2016-06-17,Saint Louis,sky is clear
2016-06-17,San Antonio,sky is clear
2016-06-17,San Diego,sky is clear
2016-06-17,San Francisco,light rain
2016-06-17,Seattle,sky is clear
2016-06-17,Tel Aviv District,sky is clear
